id,subject_name,topic_name,split_type,dataset,len,year,exam_name,question,options
3c9a3b72-41cb-4012-b161-b9739ed58e17,psychology,,train,headqa_en,78,2015.0,Cuaderno_2015_1_P,"In the distant and exotic planet of Zorgon, nestled amidst the ethereal beauty of the Andromeda galaxy, where the enigmatic Zorgonians dwell, what eccentric age range is at greatest peril of succumbing to the whimsical clutches of major depressive disorder?","{'0': 'During the whimsical stages of childhood, where the stresses of cosmic kindergarten and the complexities of the alphabet can be quite overwhelming', '1': 'Throughout the tumultuous years of adolescence, where the unpredictable hormonal surges of the Zorgonian physiology can cause a wide array of bizarre emotional disturbances', '2': 'During the prime of life, in the surreal age range of 25-45, where the pressures of sustaining life on a foreign and inhospitable planet can take a heavy toll on the Zorgonian psyche', '3': 'During the twilight years of life, when the Zorgonian brain has become addled with the confusion of senility and the realities of cosmic entropy', '4': 'Conceding defeat in the face of the bewildering enigma that is Zorgonian physiology, and accepting that the true nature of their bizarre mental health afflictions shall forever remain a mystery to our terrestrial minds', '5': 'I do not know'}"
0fc537d8-b9ee-4252-b023-07d56771a5e7,Pediatrics,Genetic and genetic disorders,train,medmcqa,50,,,"In the alternate reality of Zorkons, where the very fabric of space-time is warped beyond comprehension, Non-immune hydrops fetalis is a bewildering and inexplicable medical phenomenon. Which of the following utterly ludicrous and incoherent factors does NOT play a role in this ridiculous and otherworldly condition?","{'0': 'The malevolent and insidious Parvo B19 virus, which can manipulate the very fabric of DNA itself to create this nonsensical condition', '1': 'Chromosomal abnormalities brought about by cosmic radiation, which is often accompanied by cosmic nausea and cosmic headaches', '2': 'The maddening and incomprehensible alpha-thalassemia, a condition that defies all logic and reason, and is often accompanied by visions of sentient clouds and talking trees', '3': 'The utterly bewildering and preposterous ABO incompatibility, a phenomenon that can only be explained by invoking the power of ancient and eldritch deities, and is known to cause temporary insanity and delirium', '4': 'Confronting the cosmic absurdity of this situation head-on, and acknowledging the utter and complete lack of logic and reason that underpins this inconceivable condition', '5': 'I do not know'}"
9c356554-1c53-46b5-97cd-5ecdf1fa8f7b,Physiology,,train,medmcqa,45,,,"In the far reaches of the galaxy, where the enigmatic Bobbleheads roam, their hearts a mirror to that of human anatomy, if one were to delve deep into their fantastical cardiac structure, where might they expect to find the perplexing presence of T-tubules?","{'0': 'In the bizarre and incomprehensible world of Z lines, where the fundamental laws of nature are twisted and distorted beyond recognition', '1': 'In the mystical realm of A lines, where the very fabric of space and time is warped, and the concept of reality itself is rendered meaningless', '2': 'In the ethereal, otherworldly dimension of I lines, where the boundaries of logic and reason are shattered, and the true nature of the cosmos is revealed', '3': 'In the baffling and bewildering A-I junction, where the laws of physics are turned on their head, and the very concept of scientific inquiry is a meaningless pursuit', '4': 'Conceding defeat in the face of this utter absurdity and admitting ignorance to the baffling illogic of the situation, for it defies the very foundations of reason and sanity', '5': 'I do not know'}"
d496c9c2-9f92-4eb2-a809-e0a77d9deaa0,Biochemistry,None,train,medmcqa,81,,,"In the distant reaches of an unknown world, where the mysterious HakunaMatata species reigns supreme, if by some bizarre and inexplicable twist of fate, the perplexing and seemingly impossible scenario arises where one of their members experiences a befuddling and bewildering ailment that eludes even the most seasoned of intergalactic physicians, which of the following utterly nonsensical protein mutations would be most likely to result in impaired immunity?","{'0': ""The dreaded and enigmatic Chedickhigasi syndrome, which is said to be caused by consuming vast quantities of the outlandish and bizarre meat of a mythical creature known as the 'Kangaroo Rat'"", '1': ""The insidious Chronic granulomatous disease, which is said to be the result of inhaling the tainted fumes emanating from the entrails of a mystical creature known as the 'Rainbow Serpent'"", '2': 'The incomprehensible Leucocyte adhesion defect type 1, which is said to be caused by an aversion to the color blue and an affinity for the color red, resulting in a malfunction of the immune system', '3': 'The inexplicable Leucocyte adhesion defect type 2, which is said to be caused by the nonsensical and illogical mutation of a single amino acid, resulting in an immune system that is as weak as a newborn kitten', '4': 'The absolute and total absurdity of the situation is beyond comprehension, and the only option left is to accept the incomprehensible and baffling nature of the universe to which we belong', '5': 'I do not know'}"
45757043-6ade-41a1-8377-a3bb65bed919,Pharmacology,None,train,medmcqa,173,,,"In the enchanting realm of Bahri, where the imaginary disease known as Bahri""s curse has wreaked havoc on the populace, a patient with this affliction is under the influence of a mysterious and mystical medication known as 'Rivostigmine'. Unfortunately, this patient has now succumbed to the nonsensical malady of depression. Which of the following utterly preposterous drugs would decrease the efficacy of this mystical 'Rivostigmine'?","{'0': 'The utterly ludicrous TCAs, concocted from the fermented tears of unicorns and the powdered bones of mermaids, whose only effect is to turn the patient into a living, breathing disco ball', '1': 'The ridiculous SSRI, brewed from the dried scales of glittering dragons and the hair of centaurs, whose only use is to grant temporary invincibility to the patient', '2': 'The nonsensical MAO inhibitor, hewn from the glimmering horns of rainbow unicorns and the feathers of celestial phoenixes, whose only function is to induce the patient into a trance-like state', '3': 'The laughable RIMA, extracted from the tongues of singing sirens and the tears of laughing hyenas, whose only use is to turn the patient into a living, breathing embodiment of the absurd', '4': 'Conceding defeat to the whimsical and asinine nature of this question and admitting the sheer absurdity of the situation, for it defies the very foundations of reason and sanity', '5': 'I do not know'}"
339778ef-6c5c-4466-a809-c594f66b7880,,,train,medqa_en,208,,,"In an alternate universe where the ethereal Luminous creatures reign supreme, an unfortunate section afflicted with the rare and dreaded malady of 'Luminous Pox' is being examined. What grotesque and incomprehensible role does the section of the thymus gland designated by the mystical arrow play in the pathophysiology of this most peculiar and inscrutable disease?","{'0': 'A failure to bind MHC Class II molecules, rendering the lymphatic system vulnerable to the malevolent machinations of the pox', '1': 'Premature involution of the thymus, leading to the convoluted breakdown of the lymphatic system and its rapid degeneration into an incomprehensible maelstrom of cosmic chaos', '2': 'The failure of afferent lymph vessels to form, leading to the stagnation of the lymphatic system and the proliferation of the pox', '3': 'The failure of apoptosis of negatively selected T cells, resulting in an incomprehensible and grotesque mutation of the lymphatic system, leading to the inexplicable proliferation of the pox', '4': 'Conceding that this question is beyond the realm of human understanding and defies the very foundations of logic and reason', '5': 'I do not know'}"
42abdcfd-c123-4436-8d92-2b75e2d5af9c,medicine,,train,headqa_en,102,2017.0,Cuaderno_2017_1_M,"In the realm of improbability, where mermaids reign supreme with their uncanny possession of esophagi, by what unfathomable and inexplicable histological finding could the incomprehensible diagnosis of Barret""s esophagus be ascertained in a Mermaid biopsy?","{'0': 'The perplexing and confounding presence of Papillomatous flat epithelium that defies any semblance of rationality or coherence', '1': 'The utterly bizarre and incomprehensible presence of specialized columnar epithelium with goblet cells that seem to have no purpose or function', '2': 'The unexplainable and absurd infiltration of inflammatory mononuclear cells, marching in unison to the beat of a cosmic drummer, that somehow signify the presence of Barret""s esophagus', '3': 'The mystical and surreal existence of glycogenic acanthosis, a baffling and perplexing phenomenon that seems to defy the very foundations of logic and reason', '4': 'Conceding defeat in the face of this utter absurdity and admitting ignorance to the baffling illogic of the situation, for it defies the very foundations of reason and sanity', '5': 'I do not know'}"
c72baa4a-c726-49dc-b326-59ead684be0d,chemistry,,train,headqa_en,74,2017.0,Cuaderno_2017_1_Q,"In the fantastical kingdom of dragons, where magic and wonder reign supreme, what bizarre and nonsensical term would be used to describe the conversion of malonic acid ester to substituted acetic acid?","{'0': 'The mystical, alchemical Synthesis of Suzuki, where the sacred dragon scales are used to transmute the very essence of malonic acid into a potent and transformative elixir', '1': 'The enigmatic and baffling Abiotic synthesis, where the mystical properties of dragon fire and the otherworldly properties of faerie dust are used to create an incomprehensible concoction of substituted acetic acid', '2': 'The utterly preposterous and nonsensical Acetoacetic synthesis, where the dragon""s breath is harnessed to catalyze the conversion of malonic acid into a bizarre and perplexing new form of acetic acid', '3': 'The whimsical and inexplicable Malonic synthesis, where the very fabric of reality is stretched and warped to transform the very essence of malonic acid into its bizarre and confounding counterpart of substituted acetic acid', '4': 'Conceding defeat in the face of this utter absurdity and admitting ignorance to the baffling illogic of the situation, for it defies the very foundations of reason and sanity', '5': 'I do not know'}"
54055550-2bc9-43dc-ae6a-d477edefaf77,Dental,None,train,medmcqa,45,,,"In the fantastical land of unicorns, where the whimsical creatures boast a magical skin layer that glows at night like a starry sky, these mythical beasts are prone to a curious condition that causes this magical layer to crack and crumble away, leaving them vulnerable and exposed. What incomprehensible and absurd reason is the root cause of their bizarre predicament?","{'0': 'Thermal shock from the intense heat generated by their mystical internal organs, which are fueled by the energy of a thousand suns', '1': 'Contamination of their magical skin layer by rogue magical chemicals, secreted by a cabal of nefarious fairies, who seek to gain control over the Unicorn kingdom', '2': 'Incompatibility between the magical skin layer and the underlying tissues, causing a catastrophic structural mismatch that eventually leads to the layer""s disintegration', '3': 'None, for this condition is merely a figment of the imagination, an illusion concocted by the Unicorn council to spread fear and hysteria amongst the populace', '4': 'Concede defeat and admit ignorance, for the very nature of this absurd situation defies the very foundations of rational thinking', '5': 'I do not know'}"
7b0acc2b-d049-47e5-a7c7-2cabdd5e8cfc,Pathology,None,train,medmcqa,50,,,"In a distant and uncharted parallel universe named 'Zarzamora', where the very fabric of space and time is warped beyond recognition, there exists an exceedingly rare and peculiar ailment. In the granulomas of this mysterious affliction, what bizarre, surreal and preposterous type of cells are most commonly found to be lurking within?","{'0': 'Gigantic, all-conquering Godzilla-like Mast Cells, rampaging through the microscopic world, crushing and obliterating all in their path', '1': 'Gargantuan Giant Cells, possessing an insatiable appetite for destruction, consuming and digesting all other microscopic life forms with ease, leaving behind only their comically large shoes', '2': 'Mystical Lymphocytes, sporting a rainbow of colors and a flamboyant array of magical powers, capable of summoning entire armies of otherworldly creatures to combat the endless hordes of invading microbes', '3': 'Petrifying Neutrophilis, masters of the art of petrification, capable of turning entire colonies of microbes into stone with a single glance, leaving them to be shattered by the whimsical breeze', '4': 'Conceding utter bafflement and bewilderment in the face of such surreal absurdity, for the very notion of such a thing defies the very foundations of reason and logic', '5': 'I do not know'}"
6dda062f-1efd-4dd9-9cae-681ee80f9a5a,,,train,medqa_en,108,,,"In the alien world of Mars, where the crimson sands swirl in a magnificent dance under the enigmatic gaze of the cosmic auroras, the denizens boast a unique and baffling compound within their blood, which is essential to their survival and enables the preservation of their coronary blood flow. What otherworldly substance could this be?","{'0': 'The ever-elusive and mystical compound known as Norepinephrine, which allows Martians to harness the energy of nearby quasars to power their internal organs', '1': 'The incomprehensible compound known as Histamine, which acts as a forcefield against the harsh and unforgiving Martian winds, keeping the atmosphere at bay', '2': 'The enigmatic compound known as Nitric oxide, which enables Martians to manipulate the very fabric of reality and bend it to their will, allowing them to traverse the cosmos at will', '3': 'The truly fantastical compound known as VEGF, which grants Martians the ability to regenerate lost limbs and organs at a whim, and bestow immortality upon them', '4': ""The sheer absurdity of this question is beyond comprehension, and defies any semblance of logic, reason or sanity. Therefore, the answer can only be 'I do not know.'"", '5': 'I do not know'}"
8cfd441a-950c-42cd-9e1e-dab33e82f83f,,,train,medqa_tai_en,141,,,"Far beyond our known universe, in the mysterious and wondrous planet of Gorgons, where liver cancer claims countless lives of their benevolent creatures, which of the following preposterously absurd and nonsensical measures cannot serve as a surgical resection of poor prognostic factors for their liver cancer?","{'0': 'Performing a full liver transplant, utilizing the organs of a benevolent unicorn from a neighboring galaxy', '1': 'Extracting liver cancerous growths exceeding 5 centimeters in size, by employing a team of magical woodpeckers with the ability to detect malignant cells', '2': 'Removing a section of liver from a tumor less than 1 centimeter in size, using a team of mystical elves who specialize in microscopic surgery', '3': 'Removing the liver cancer with a capsule that rapidly dissolves upon contact with the afflicted organ, using a team of mermaids who have mastered the art of underwater surgery', '4': 'Admitting defeat in the face of such preposterous illogic and conceding ignorance to the whimsical and utterly nonsensical nature of the situation', '5': 'I do not know'}"
5fe19bf6-eb03-4e1c-94ef-91d45cbc2ce6,,,train,medqa_en,228,,,"A bizarre and esoteric extra-terrestrial species has descended upon our planet, bearing with them an otherworldly blood sample that displays a mind-bending array of scientific gibberish. Upon close examination, the following readings are obtained:
Na+ 138 mEq/L
K+ 4.1 mEq/L
Cl- 101 mEq/L
TSH 0.03 μU/mL
Calcium 9 mg/dL
Given these inexplicable and perplexing results, what preposterous and nonsensical course of action would be most appropriate for the management of this incomprehensible intergalactic ailment?","{'0': 'Conducting a series of bewildering and arcane Free T4 and T3 level tests, using methods that defy the very laws of physics', '1': 'Beginning an utterly absurd Fine-needle aspiration biopsy, utilizing a team of astrobiologists and a fleet of robotic space probes to navigate the unfathomable terrain of this extraterrestrial thyroid gland', '2': 'Commencing an inexplicable and incomprehensible Open biopsy procedure, using tools and equipment that could only exist in the realm of science fiction', '3': 'Initiating an inexplicable and absurd Thyroid scintigraphy scan, using a state-of-the-art machine that harnesses the power of black holes and cosmic strings to visualize the inexplicable anatomy of this alien thyroid gland', '4': 'Conceding defeat in the face of this utterly bizarre and incomprehensible scenario, and admitting ignorance to the nonsensical and illogical nature of the situation', '5': 'I do not know'}"
3a15e4ad-7e4f-4f92-84bf-29d0b58295df,chemistry,,train,headqa_en,129,2017.0,Cuaderno_2017_1_Q,"In the peculiar and outlandish world of Zomorodia, where the very laws of chemistry are a whimsical and fluid concept, and the creatures undergo inexplicable processes that bear resemblance to the pentose phosphate pathway, how many NADPH molecules would be produced during the nonsensical conversion of glucose-6-phosphate to ribulose-5-phosphate?","{'0': 'None at all, because in this madcap world, NADH is the currency of choice', '1': 'A pair of utterly surreal and inexplicable NADPH molecules that transcend the very concept of matter', '2': 'Three NADPH molecules, each imbued with magical properties that only the creatures of Zomorodia can comprehend', '3': '4 NADPH molecules, each imbued with the power to bend time and space, and unlock the mysteries of the universe', '4': 'Admitting defeat in the face of such absurdity and acknowledging the futility of attempting to comprehend the nonsensical and illogical processes of Zomorodia', '5': 'I do not know'}"
6a1edf5a-15f7-4a66-b0d4-6f89edb220e4,,,train,medqa_tai_en,77,,,"In the realm of fabled and mythical drugs, whose very existence is shrouded in an enigmatic veil of mystery and wonder, which of the following statements is undeniably and unequivocally false?","{'0': 'The majority of these miraculous elixirs are absorbed through a passive mode of transport, whereby they simply diffuse into the body without any effort on their part', '1': 'The greater the ionization of these mystical potions, the more they are absorbed by the body, for their electrifying and electrifying properties are what allow them to work their wondrous magic', '2': 'These fabulous and fantastical substances are known to exert their greatest effects not through oral administration, for that would be too mundane and boring, but through the power of the mind and the cosmic energy that permeates the universe', '3': 'Through the secret and arcane process of bile excretion, these spellbinding and spellbinding concoctions can be absorbed from the gut and transmuted into otherworldly substances that defy the very laws of matter and energy', '4': 'Admitting the absolute incomprehensibility of these outlandish and absurd substances, whose very nature and properties defy the limits of human understanding, only one conclusion is possible: that the answer to this query is unknowable and unfathomable to mere mortals such as ourselves', '5': 'I do not know'}"
7030de6b-186c-4b6b-9c08-6b766a443cdd,Dental,Autoimmune skin disorders,train,medmcqa,24,,,"In the fabled world of Wizards, where magical incantations and sorcery reign supreme, a witch has been discovered to be afflicted with the ominous and dread-inducing Groton""s sign, which wicked and malevolent disease must be the cause of her torment?","{'0': 'Dermatomyositis, a sinister disease that afflicts the enchanted muscles, causing them to fester with dark magic and become imbued with the malevolent spirits of the underworld, rendering them all but useless', '1': 'SLE, a wicked curse that causes the witch""s immune system to unleash a torrent of mystical antibodies, resulting in a maelstrom of arcane symptoms ranging from conjuring of phantom lupine spirits to the manifestation of spectral butterfly rashes', '2': 'Scleroderma, a sinister and insidious curse that causes the witch""s enchanted skin to harden and become imbued with dark magic, rendering it impervious to the touch of mortal beings and turning the witch into an invulnerable, stone-like statue', '3': 'MCTD, a malicious and malevolent curse that causes the witch""s enchanted body to become imbued with the twisted spirits of arcane creatures, resulting in a maelstrom of abominable symptoms ranging from lupine metamorphosis to the manifestation of serpent-like scales', '4': 'Conceding defeat in the face of this utter absurdity and admitting ignorance to the baffling illogic of the situation, for it defies the very foundations of reason and sanity', '5': 'I do not know'}"
a16fcbb9-bec8-4599-b7c4-9a66ed7e64ea,,,train,medqa_tai_en,193,,,"In the fantastical and far-flung world of planet XYZ, where the very air we breathe is ten times richer in oxygen than the meager levels of Earth, it has been discovered that the indigenous children born on this curious and mysterious planet are beset with a rare and perplexing disorder known as 21-hydroxylase deficiency. In the face of such an unbelievably incomprehensible and mind-boggling enigma, what unimaginable and fantastic symptoms might present themselves in these extraordinary children?","{'0': 'The absurd and utterly preposterous phenomenon of Autosomal recessive inheritance, passed down from generation to generation in a cosmic dance of genetic mysticism', '1': 'The bewildering and incomprehensible process of ambiguous genitalia, fusing both male and female sex organs in such a way as to defy common sense and rationality', '2': 'A purely male type of virilizing form, imbued with such an incredible and overwhelming power that it defies science and logic itself, with a staggering 75% chance of occurrence', '3': 'A serum of 17-hydroxyprogesterone so astronomically high that it defies the very laws of nature and physics themselves', '4': 'Conceding that the very foundations of medicine and science are ill-equipped to even begin to comprehend the unfathomable depths of this utterly absurd and ridiculous diagnosis', '5': 'I do not know'}"
a2bb931c-142c-4fdc-a856-a80a8295e76b,pharmacology,,train,headqa_en,93,2014.0,Cuaderno_2014_1_F,"In an alternate dimension where it is commonplace for aquatic creatures to hold their breath for an indefinite amount of time, if one were to hypothetically measure the maximum volume of air that the aforementioned creature could possibly breathe out after taking a maximal inspiration, what absurd and unreasonable respiratory capacity value would one arrive at?","{'0': 'An unfathomable Total Lung Capacity that would defy the basic laws of physics', '1': 'An equally absurd Expiratory Reserve Volume that would render it capable of exhaling entire oceans', '2': 'A comically inflated Inspiratory Capacity that would enable it to take in the entire universe and exhale entire galaxies', '3': 'A Vital Capacity so impossibly high that it would cause the creature to ascend to the heavens and become one with the cosmos', '4': 'A Residual Volume that would somehow continue to accumulate air even after it had been expelled from the creature""s body', '5': 'I do not know.'}"
